R' U' R U' R' U2 R U R U2 R' U' R U' R'  (15f*) 
R U' R U' R2 U R U' R' U2 R' U2 R U' R2 U R2 U' R U2 R' U R  (23f) 
R U' R U' R2 U' R' U2 R U2 R U R' U R2 U R2 U' R U2 R' U R  (23f) 
R' U R U' R U' R2 U' R' U R' U2 R2 U R' U2 R2 U R U2 R' U R  (23f) 
R U R2 U R U R2 U2 R' U2 R' U2 R' U R U2 R2 U R U2 R' U R  (23f) 
R2 U' R' U' R' U R U R2 U2 R2 U' R U' R' U2 R U R U2 R' U R  (23f) 
R U R2 U R U R2 U2 R2 U2 R' U' R U2 R U2 R U R U2 R' U R  (23f) 
R' U' R2 U' R' U2 R U R' U2 R U R U' R2 U R' U' R' U R' U R  (23f) 
R U R' U' R' U' R' U R2 U2 R' U2 R' U2 R U R' U' R' U R' U R  (23f) 
R2 U' R2 U2 R' U' R' U2 R2 U2 R2 U R2 U' R U2 R U2 R' U R' U R  (23f) 
R U R2 U R U' R2 U2 R2 U R U2 R U' R2 U' R U R' U R' U R  (23f) 
R U2 R2 U2 R' U2 R2 U R' U2 R' U' R U' R' U R2 U' R2 U R' U R  (23f) 
R' U2 R' U R2 U' R U R' U R U' R' U2 R U R U' R2 U R' U R  (23f) 
R U' R' U R' U' R2 U R' U2 R U' R2 U R' U2 R U2 R2 U R' U R  (23f) 
R2 U' R' U' R' U R U R2 U R' U' R' U2 R U R' U R2 U R' U R  (23f) 
R2 U R U R U' R U R2 U R' U' R2 U' R' U2 R2 U R2 U R' U R  (23f) 
R U R U R2 U R2 U2 R U2 R' U' R' U2 R' U2 R2 U R2 U R' U R  (23f) 
R' U2 R' U2 R2 U' R2 U' R' U' R U' R' U2 R' U2 R2 U R2 U R' U R  (23f) 
R2 U R U R U' R' U R2 U R U' R2 U' R U2 R2 U R2 U R' U R  (23f) 
R' U R' U' R' U' R' U R U R2 U R' U2 R U R' U' R U R' U R  (23f) 
R2 U2 R' U R U R' U' R U2 R' U' R' U' R' U' R2 U' R U R' U R  (23f) 
R U2 R U' R2 U2 R' U2 R U2 R U2 R' U R' U2 R2 U' R U R' U R  (23f) 
R' U2 R' U' R U2 R' U R' U R U R2 U R U R2 U' R U R' U R  (23f) 
R' U' R2 U' R U' R U R U2 R' U' R2 U2 R' U' R U' R U R' U R  (23f) 
R U' R' U' R2 U R U2 R U2 R' U R' U' R2 U' R U' R U R' U R  (23f) 
R2 U2 R2 U' R U' R' U R U R2 U2 R' U' R' U2 R U' R U R' U R  (23f) 
R' U2 R U2 R U' R' U2 R' U2 R U' R U2 R' U' R' U2 R U R' U R  (23f) 
R U2 R' U' R U' R' U2 R U2 R' U' R U' R' U R' U2 R U R' U R  (23f) 
R U R U R2 U' R2 U R U' R U R' U' R' U' R2 U2 R U R' U R  (23f) 
R U2 R' U' R' U R2 U2 R' U2 R U R' U R U2 R2 U R U R' U R  (23f) 
R U R2 U R' U2 R2 U R' U R2 U2 R2 U' R' U2 R' U' R' U' R2 U R  (23f) 
R U R2 U' R2 U' R U R' U R U' R' U2 R2 U2 R U' R' U' R2 U R  (23f) 
R' U' R' U R2 U R2 U' R U R U' R' U2 R2 U2 R U' R' U' R2 U R  (23f) 
R' U' R' U' R U' R' U2 R' U2 R2 U2 R' U' R U2 R U' R' U' R2 U R  (23f) 
R U' R2 U' R' U R' U2 R2 U2 R U R2 U R2 U' R U2 R' U' R2 U R  (23f) 
R' U2 R' U R2 U' R U R' U R2 U R2 U' R U R U2 R' U' R2 U R  (23f) 
R2 U R' U2 R2 U2 R2 U2 R' U' R2 U R' U2 R U2 R U R' U' R2 U R  (23f) 
R2 U R U2 R2 U2 R2 U2 R U' R2 U R' U2 R U2 R U R' U' R2 U R  (23f) 
R' U2 R2 U2 R2 U' R U' R2 U2 R2 U R U' R' U R U R' U' R2 U R  (23f) 
R' U R U R U2 R U' R U' R' U2 R U R U R' U' R2 U' R2 U R  (23f) 
R' U' R2 U R U R' U' R U R2 U2 R2 U2 R2 U2 R2 U' R2 U' R2 U R  (23f) 
R' U' R' U2 R2 U2 R U R' U' R U R U R2 U2 R2 U' R2 U' R2 U R  (23f) 
R U R2 U' R' U' R U2 R2 U2 R' U' R U R' U R U' R2 U' R2 U R  (23f) 
R' U2 R2 U2 R U' R' U' R2 U R U' R U R' U R U' R2 U' R2 U R  (23f) 
R' U R U R U2 R' U' R' U' R' U2 R U R' U R U' R2 U' R2 U R  (23f) 
R U R2 U2 R2 U R' U' R2 U2 R' U' R2 U' R2 U R' U2 R2 U' R2 U R  (23f) 
R2 U2 R2 U R2 U' R2 U' R2 U2 R' U' R2 U2 R' U2 R2 U2 R2 U' R2 U R  (23f) 
R2 U R2 U R2 U R2 U' R2 U R' U' R2 U2 R' U2 R2 U2 R2 U' R2 U R  (23f) 
R' U R U2 R' U' R U2 R U R2 U2 R U' R U R2 U2 R2 U' R2 U R  (23f) 
R' U' R' U' R U2 R U2 R' U2 R2 U2 R2 U' R' U2 R U2 R2 U' R2 U R  (23f) 
R' U R2 U R U R U' R' U R2 U R' U2 R2 U2 R U2 R2 U' R2 U R  (23f) 
R' U' R U' R U R2 U' R' U R U R2 U' R' U' R U R2 U' R2 U R  (23f) 
R2 U2 R' U' R' U2 R U' R2 U2 R U2 R' U R2 U' R2 U2 R U' R2 U R  (23f) 
R' U R' U' R2 U R' U R2 U' R' U R2 U' R' U R' U R U' R2 U R  (23f) 
R U2 R' U' R2 U' R2 U R' U' R U' R' U2 R U' R2 U R U' R2 U R  (23f) 
R U R U' R' U R U' R U' R' U2 R' U2 R U' R' U' R' U2 R2 U R  (23f) 
R U R U' R' U R U R' U2 R U2 R U R' U R' U' R' U2 R2 U R  (23f) 
R' U' R' U2 R' U R U' R' U R U2 R' U2 R U' R' U2 R' U2 R2 U R  (23f) 
R2 U R2 U R U2 R U2 R2 U' R' U2 R2 U2 R U R' U R' U2 R2 U R  (23f) 
R U R U' R U' R' U R2 U' R2 U' R' U R' U R U R' U2 R2 U R  (23f) 
R' U' R2 U2 R' U' R2 U R U2 R' U2 R' U R2 U R U R' U2 R2 U R  (23f) 
R U R U' R U' R U' R U R2 U R2 U' R U R U R' U2 R2 U R  (23f) 
R2 U R U R2 U R U2 R2 U' R U2 R' U2 R U R U R' U2 R2 U R  (23f) 
R2 U2 R' U2 R2 U R U R2 U2 R2 U' R U2 R U2 R U' R2 U2 R2 U R  (23f) 
R U R2 U R2 U R2 U R U2 R U R' U' R U2 R2 U2 R2 U2 R2 U R  (23f) 
R' U' R' U' R2 U2 R' U R U R2 U2 R2 U' R' U R2 U2 R2 U2 R2 U R  (23f) 
R U R2 U' R2 U2 R' U R2 U' R2 U' R' U2 R2 U' R' U R2 U2 R2 U R  (23f) 
R U2 R U R' U' R2 U2 R U' R U' R2 U2 R U' R U R2 U2 R2 U R  (23f) 
R' U' R U' R' U R2 U2 R U' R2 U R2 U2 R' U R U2 R U2 R2 U R  (23f) 
R U R U' R' U' R' U' R' U R2 U' R2 U' R' U R' U R U2 R2 U R  (23f) 
R' U R U2 R U2 R U' R2 U R' U2 R2 U' R2 U R' U R U2 R2 U R  (23f) 
R' U' R2 U2 R U2 R2 U R' U R2 U2 R2 U' R' U R2 U R U2 R2 U R  (23f) 
R2 U' R' U' R U' R' U2 R' U' R2 U' R2 U2 R U R2 U R U2 R2 U R  (23f) 
R U R U' R' U' R' U' R U' R U R2 U R2 U' R U R U2 R2 U R  (23f) 
R' U2 R U' R U2 R' U2 R' U' R2 U R2 U2 R' U R2 U' R' U R2 U R  (23f) 
R2 U2 R2 U R2 U' R2 U' R2 U2 R U2 R2 U2 R2 U' R2 U2 R' U R2 U R  (23f) 
R2 U R2 U R2 U R2 U' R2 U R U2 R2 U2 R2 U' R2 U2 R' U R2 U R  (23f) 
R U R2 U' R' U' R' U2 R' U' R2 U2 R2 U R' U R2 U2 R' U R2 U R  (23f) 
R' U R' U' R' U2 R' U' R U2 R' U' R U' R U R2 U R' U R2 U R  (23f) 
R U2 R2 U2 R2 U2 R' U' R' U R2 U R' U R2 U' R U R' U R2 U R  (23f) 
R' U2 R2 U2 R2 U2 R U' R' U R2 U R' U R2 U' R U R' U R2 U R  (23f) 
R U R U R' U R U2 R2 U' R' U' R' U' R U R U' R2 U R2 U R  (23f) 
R U R U' R2 U2 R' U R U R U' R' U R U R U' R2 U R2 U R  (23f) 
R2 U2 R' U2 R U R U2 R2 U' R U' R' U2 R' U' R2 U2 R2 U R2 U R  (23f) 
R' U R2 U2 R2 U' R' U2 R2 U' R U R2 U' R2 U' R U2 R2 U R2 U R  (23f) 
R U R U2 R2 U R U' R U' R' U2 R' U' R2 U2 R U2 R2 U R2 U R  (23f) 
R U2 R2 U2 R2 U2 R2 U R U2 R U R U' R' U R U2 R2 U R2 U R  (23f) 
R U2 R2 U2 R U R' U' R' U2 R' U' R2 U2 R2 U R U2 R2 U R2 U R  (23f) 
R2 U' R' U R2 U2 R U' R U' R' U' R' U R U R U2 R2 U R2 U R  (23f) 
R2 U' R2 U' R2 U' R' U R' U R U' R2 U2 R2 U' R' U R2 U R2 U R  (23f) 
R U2 R2 U R' U' R U' R' U' R2 U' R U R U2 R' U R2 U R2 U R  (23f) 
R' U R' U' R' U2 R2 U' R' U' R' U R U R' U R' U R2 U R2 U R  (23f) 
R U2 R2 U R2 U' R2 U' R2 U2 R' U' R' U R2 U' R2 U R2 U R2 U R  (23f) 
R U R2 U R2 U R2 U' R2 U R' U' R' U R2 U' R2 U R2 U R2 U R  (23f) 
R2 U' R' U2 R2 U' R' U' R' U2 R U R' U2 R U' R2 U R2 U R2 U R  (23f) 
R2 U' R' U R U' R' U2 R U R U R2 U R U' R2 U R2 U R2 U R  (23f) 
R U R2 U2 R2 U2 R2 U2 R U' R' U R U2 R U R2 U R2 U R2 U R  (23f) 
R U2 R U R' U R U R' U R2 U R2 U R2 U' R U R2 U R2 U R  (23f) 
R U2 R2 U2 R' U R2 U R U2 R' U' R2 U' R2 U R' U' R U R2 U R  (23f) 
R U' R2 U' R U' R' U R2 U R U2 R U' R2 U' R2 U' R U R2 U R  (23f) 
R U R' U R' U R U' R2 U' R U2 R U R2 U2 R2 U' R U R2 U R  (23f) 
R U' R' U R U2 R' U2 R U' R' U' R U' R2 U' R U' R U R2 U R  (23f) 
R U R' U' R' U R' U' R' U' R U2 R' U' R2 U2 R U' R U R2 U R  (23f) 
R' U2 R2 U R' U' R' U R2 U' R U2 R2 U2 R' U' R' U2 R U R2 U R  (23f) 
R2 U R' U2 R2 U2 R2 U2 R' U' R2 U' R U' R' U2 R' U2 R U R2 U R  (23f) 
R2 U R U2 R2 U2 R2 U2 R U' R2 U' R U' R' U2 R' U2 R U R2 U R  (23f) 
R U2 R U2 R U R' U R' U' R U' R' U2 R' U' R2 U2 R U R2 U R  (23f) 
R U R U' R U R' U' R' U' R U R' U' R' U' R U2 R U R2 U R  (23f) 
R' U' R U2 R' U R U' R U' R U2 R U2 R U2 R U2 R U R2 U R  (23f) 
R U R' U2 R U R2 U2 R U R' U2 R' U2 R' U2 R2 U R U R2 U R  (23f) 
R U R' U2 R U R U2 R U2 R U' R' U2 R2 U2 R2 U R U R2 U R  (23f) 
R2 U2 R2 U' R U R2 U R' U' R' U2 R2 U2 R' U R U R U R2 U R  (23f) 
R' U2 R' U2 R' U' R U' R U R2 U2 R U' R' U' R' U' R' U' R U R  (23f) 
R U R2 U2 R U R' U R' U' R2 U' R2 U R' U' R' U' R' U' R U R  (23f) 
R U R2 U2 R U R U' R2 U R2 U R U' R U' R' U' R' U' R U R  (23f) 
R2 U2 R' U R2 U R U2 R U2 R' U' R2 U' R U2 R2 U' R' U' R U R  (23f) 
R U R U' R' U R U R' U2 R U R2 U R U R' U R' U' R U R  (23f) 
R' U' R2 U' R' U' R U' R2 U2 R U' R' U' R U' R2 U R' U' R U R  (23f) 
R U R2 U2 R' U' R' U' R U2 R' U2 R' U' R U' R U R' U' R U R  (23f) 
R U R2 U2 R' U' R' U R' U R U2 R U2 R' U R U R' U' R U R  (23f) 
R U R U' R' U R' U R U R2 U R U2 R' U R U R' U' R U R  (23f) 
R U R' U' R' U' R2 U' R' U2 R U' R' U' R U R U R' U' R U R  (23f) 
R U R U' R U2 R' U' R2 U' R' U' R U' R U R U R' U' R U R  (23f) 
R' U' R' U R2 U' R' U2 R' U' R' U' R U R U R U R' U' R U R  (23f) 
R' U R' U' R' U2 R' U' R2 U R' U R U R U R U R' U' R U R  (23f) 
R U' R' U' R' U R' U' R2 U2 R U R U R' U' R2 U' R2 U' R U R  (23f) 
R U' R' U' R U2 R2 U R' U' R' U' R U R U' R2 U' R2 U' R U R  (23f) 
R' U' R2 U' R2 U' R' U R' U R U2 R U R' U2 R2 U' R2 U' R U R  (23f) 
R U R' U' R' U' R U R U R U2 R2 U' R' U R2 U' R2 U' R U R  (23f) 
R' U R U' R' U' R U R U R U' R2 U2 R' U R2 U' R2 U' R U R  (23f) 
R' U2 R2 U' R' U' R' U R U R U R U R' U R2 U' R2 U' R U R  (23f) 
R' U' R2 U2 R U' R' U' R' U' R U R U' R U R2 U' R2 U' R U R  (23f) 
R' U2 R U R U2 R U R U' R U' R' U' R2 U' R U' R2 U' R U R  (23f) 
R' U2 R' U R2 U R' U' R2 U' R2 U R' U' R' U2 R U' R2 U' R U R  (23f) 
R' U2 R' U2 R' U2 R' U2 R' U' R U2 R' U' R2 U' R' U2 R2 U' R U R  (23f) 
R' U2 R' U2 R2 U2 R' U R U2 R U2 R2 U' R2 U' R' U2 R2 U' R U R  (23f) 
R' U' R' U2 R U2 R U R2 U' R' U' R U2 R U' R' U2 R2 U' R U R  (23f) 
R' U' R' U R2 U R2 U R' U' R' U' R' U R U R' U2 R2 U' R U R  (23f) 
R U R2 U R2 U' R U R U R' U' R U R U R' U2 R2 U' R U R  (23f) 
R U2 R U R2 U2 R U R' U2 R' U2 R' U' R' U' R2 U2 R2 U' R U R  (23f) 
R U2 R U R U2 R U2 R U' R' U2 R2 U' R' U' R2 U2 R2 U' R U R  (23f) 
R2 U R2 U R U R2 U2 R U' R' U2 R U R U2 R U2 R2 U' R U R  (23f) 
R U' R2 U R' U' R2 U' R2 U' R' U2 R' U' R U R U2 R2 U' R U R  (23f) 
R U2 R2 U R2 U R U' R2 U2 R' U2 R' U' R U R U2 R2 U' R U R  (23f) 
R U' R' U' R2 U' R U2 R U' R' U R' U2 R' U' R' U R2 U' R U R  (23f) 
R2 U R U' R U2 R' U' R' U2 R2 U' R' U R' U' R2 U R2 U' R U R  (23f) 
R' U' R' U' R' U' R U' R' U' R' U2 R2 U R U' R2 U R2 U' R U R  (23f) 
R' U' R' U R2 U2 R' U' R' U' R' U' R U R U R2 U R2 U' R U R  (23f) 
R2 U R' U R2 U' R2 U2 R2 U' R2 U2 R U' R2 U2 R U R2 U' R U R  (23f) 
R' U' R2 U' R U' R' U' R U' R' U' R U' R' U2 R' U' R U' R U R  (23f) 
R U R2 U2 R' U R U R' U R' U' R2 U' R2 U R' U' R U' R U R  (23f) 
R2 U2 R' U2 R' U2 R' U2 R' U2 R' U2 R U' R2 U R' U' R U' R U R  (23f) 
R U R2 U2 R' U R U R U' R2 U R2 U R U' R U' R U' R U R  (23f) 
R' U' R2 U R2 U2 R U' R' U R2 U' R' U R2 U2 R U' R U' R U R  (23f) 
R U R U' R' U R U R U' R U' R' U' R2 U' R' U2 R U' R U R  (23f) 
R2 U' R' U R2 U R' U R2 U R2 U2 R2 U' R U' R2 U2 R U' R U R  (23f) 
R2 U2 R2 U2 R' U R2 U R' U2 R U R U2 R' U2 R2 U2 R U' R U R  (23f) 
R U R2 U R U2 R U' R' U' R' U R U' R' U' R' U R U' R U R  (23f) 
R' U' R' U2 R U R U2 R' U' R' U' R U R U2 R' U' R' U2 R U R  (23f) 
R U R U2 R' U R2 U2 R' U2 R' U R U R U2 R2 U2 R' U2 R U R  (23f) 
R' U' R' U' R2 U2 R U' R2 U2 R U R2 U R U R2 U2 R' U2 R U R  (23f) 
R U R U2 R' U2 R2 U2 R U R U R' U2 R' U2 R2 U R' U2 R U R  (23f) 
R' U' R' U2 R2 U R2 U2 R2 U R U' R' U R U' R U R' U2 R U R  (23f) 
R' U' R' U2 R' U R U' R' U R U2 R2 U2 R U2 R U R' U2 R U R  (23f) 
R' U' R U2 R2 U2 R' U R2 U' R2 U2 R2 U R2 U' R' U' R2 U2 R U R  (23f) 
R' U2 R' U' R' U R' U2 R' U' R U' R U2 R2 U R' U' R2 U2 R U R  (23f) 
R2 U R U R2 U' R U R U R' U2 R' U R2 U R' U' R2 U2 R U R  (23f) 
R' U' R' U' R' U' R' U' R' U R' U' R2 U R2 U R' U' R2 U2 R U R  (23f) 
R U' R' U' R' U R' U' R' U2 R U2 R' U' R U R' U' R2 U2 R U R  (23f) 
R2 U' R' U' R2 U' R U2 R2 U2 R' U' R U R' U' R2 U' R2 U2 R U R  (23f) 
R' U2 R' U' R U R' U2 R' U' R U' R U2 R2 U R U' R2 U2 R U R  (23f) 
R2 U' R' U' R' U R2 U R U' R U R' U' R U' R2 U2 R2 U2 R U R  (23f) 
R U' R' U' R U' R2 U R' U R' U R' U2 R' U2 R U2 R2 U2 R U R  (23f) 
R' U' R' U2 R2 U' R' U R U2 R' U' R U' R2 U2 R2 U R2 U2 R U R  (23f) 
R U R2 U R2 U2 R U2 R2 U' R' U2 R' U' R U' R U R2 U2 R U R  (23f) 
R U' R U2 R2 U' R2 U2 R' U2 R U2 R' U' R U' R U R2 U2 R U R  (23f) 
R' U' R' U R' U R' U2 R2 U R' U' R2 U2 R U R U R2 U2 R U R  (23f) 
R U' R' U' R U' R2 U R' U R2 U2 R' U2 R U2 R U' R U2 R U R  (23f) 
R2 U' R U R2 U' R' U2 R U2 R' U R U2 R' U2 R' U2 R U2 R U R  (23f) 
R2 U' R U2 R U2 R U2 R2 U' R' U R U' R' U2 R2 U R U2 R U R  (23f) 
R2 U2 R2 U' R U R U' R U2 R' U R2 U R2 U R2 U R U2 R U R  (23f) 
R' U' R2 U' R2 U2 R2 U' R' U' R U' R' U R' U' R' U' R' U R U R  (23f) 
R U R U R' U R U2 R' U2 R' U R U2 R2 U' R' U' R' U R U R  (23f) 
R U' R U R U R2 U2 R' U' R U2 R' U2 R U' R' U' R' U R U R  (23f) 
R2 U' R U R2 U' R' U2 R U2 R2 U' R2 U R2 U R2 U' R' U R U R  (23f) 
R U' R' U2 R U' R' U' R2 U' R2 U R2 U R2 U R' U2 R' U R U R  (23f) 
R U' R' U2 R U' R2 U' R2 U' R2 U R2 U R U R' U2 R' U R U R  (23f) 
R2 U' R U' R' U2 R2 U2 R' U2 R U2 R2 U' R2 U' R' U R' U R U R  (23f) 
R' U' R U' R2 U' R U' R2 U' R U2 R2 U2 R' U R2 U R' U R U R  (23f) 
R' U2 R' U' R' U R U R' U' R U' R' U R2 U' R U R' U R U R  (23f) 
R' U' R' U' R' U R U2 R U2 R2 U2 R U R U' R U R' U R U R  (23f) 
R U R U R' U' R' U' R2 U2 R U R' U2 R' U2 R U R' U R U R  (23f) 
R U R2 U R2 U' R U R U' R' U' R' U' R2 U2 R U R' U R U R  (23f) 
R' U2 R2 U' R U' R2 U2 R U R U' R2 U' R U R' U' R2 U R U R  (23f) 
R2 U' R' U' R' U2 R U2 R' U2 R' U R2 U R U R' U' R2 U R U R  (23f) 
R2 U' R' U' R2 U' R U2 R U2 R' U2 R U R U R' U' R2 U R U R  (23f) 
R2 U' R' U R2 U R' U' R' U2 R2 U R' U R2 U2 R2 U' R2 U R U R  (23f) 
R U' R2 U2 R' U R U R U' R' U' R U' R U R2 U' R2 U R U R  (23f) 
R U R' U R U2 R2 U' R' U' R' U R U' R U R2 U' R2 U R U R  (23f) 
R' U' R U' R' U R' U R U2 R U R2 U2 R U R U' R2 U R U R  (23f) 
R U' R' U R U R' U2 R' U2 R' U R U R U' R' U2 R2 U R U R  (23f) 
R U' R' U' R' U2 R' U2 R U' R' U' R' U R U R' U2 R2 U R U R  (23f) 
R' U R2 U R' U' R2 U2 R' U' R2 U2 R' U' R' U' R2 U2 R2 U R U R  (23f) 
R U2 R2 U2 R' U2 R U R U2 R U2 R2 U' R2 U' R U2 R2 U R U R  (23f) 
R' U' R U R2 U R U R2 U R2 U R2 U2 R2 U R U2 R2 U R U R  (23f) 
R' U' R' U' R2 U' R' U' R2 U' R U' R' U R2 U R' U R2 U R U R  (23f) 
R U R' U R2 U R2 U2 R' U2 R' U' R' U2 R U2 R2 U R2 U R U R  (23f) 
R' U' R U R' U R U R' U2 R' U2 R2 U R' U' R U R2 U R U R  (23f) 
R U' R U2 R U' R' U2 R U R2 U' R U2 R U2 R U R2 U R U R  (23f) 
R U' R' U R U R' U2 R U2 R' U R U2 R2 U' R' U' R U R U R  (23f) 
R' U' R' U2 R U R U2 R' U' R2 U R U R2 U' R' U' R U R U R  (23f) 
R2 U R U2 R2 U R' U' R2 U R U2 R' U R2 U R U' R U R U R  (23f) 
R U2 R' U2 R2 U' R' U' R2 U R U2 R' U R2 U' R2 U2 R U R U R  (23f) 
R' U R U2 R U' R2 U R U2 R' U' R U2 R2 U R U2 R U R U R  (23f) 
R' U' R' U2 R2 U R U' R2 U R2 U' R U R U' R' U R U R U R  (23f) 
R2 U2 R' U2 R U' R2 U R U2 R' U' R' U2 R2 U' R2 U R U R U R  (23f) 
R U R U2 R U' R' U' R2 U' R U R' U R2 U2 R2 U' R' U' R' U' R' U'  (24f) 
R' U2 R' U' R2 U' R U2 R U' R' U2 R2 U' R U R U' R' U' R' U' R' U'  (24f) 
R' U' R U2 R U R U R' U2 R2 U R U R' U' R2 U2 R' U' R' U' R' U'  (24f) 
R U R2 U' R2 U' R U R' U R U' R' U R U R U2 R' U' R' U' R' U'  (24f) 
R' U' R' U R2 U R2 U' R U R U' R' U R U R U2 R' U' R' U' R' U'  (24f) 
R U R2 U' R2 U2 R2 U R U R U2 R2 U R2 U R U R' U' R' U' R' U'  (24f) 
R2 U' R' U R2 U R' U2 R' U' R2 U R2 U' R U R U R' U' R' U' R' U'  (24f) 
R U R' U R' U R U' R U' R' U2 R' U' R2 U' R U R2 U' R' U' R' U'  (24f) 
R U R U2 R2 U2 R2 U' R U' R' U R2 U R U R' U' R U' R' U' R' U'  (24f) 
R U2 R U' R2 U2 R U2 R' U' R' U' R' U2 R2 U' R2 U' R U' R' U' R' U'  (24f) 
R U2 R U R2 U R' U' R U R2 U2 R2 U2 R2 U2 R2 U' R U' R' U' R' U'  (24f) 
R2 U R U R2 U R U2 R2 U2 R2 U' R' U' R' U2 R2 U2 R U' R' U' R' U'  (24f) 
R' U' R U2 R' U2 R U R U2 R U' R2 U' R2 U R2 U2 R U' R' U' R' U'  (24f) 
R' U' R2 U' R' U2 R2 U2 R U' R U2 R2 U2 R U2 R U2 R U' R' U' R' U'  (24f) 
R' U' R U2 R2 U2 R2 U R' U' R' U2 R' U2 R2 U' R' U R U' R' U' R' U'  (24f) 
R' U' R2 U2 R' U' R' U R2 U2 R2 U2 R2 U2 R2 U' R' U R U' R' U' R' U'  (24f) 
R' U2 R' U R2 U2 R2 U' R U R U R' U R2 U R' U R U' R' U' R' U'  (24f) 
R' U' R U2 R' U2 R U R U R2 U' R2 U R2 U R' U R U' R' U' R' U'  (24f) 
R' U' R U' R U R U R' U2 R2 U2 R U' R U R' U R U' R' U' R' U'  (24f) 
R U2 R' U R2 U R U' R2 U' R2 U R' U' R2 U2 R2 U R U' R' U' R' U'  (24f) 
R' U' R2 U' R2 U' R' U' R' U R2 U2 R2 U2 R U R U' R' U2 R' U' R' U'  (24f) 
R' U' R' U R U R2 U2 R2 U2 R U' R' U' R' U2 R' U2 R' U2 R' U' R' U'  (24f) 
R U R U R U' R' U R' U' R2 U R U R2 U' R' U R' U2 R' U' R' U'  (24f) 
R2 U2 R' U' R2 U R U' R U' R' U R' U R2 U R U R' U2 R' U' R' U'  (24f) 
R2 U2 R' U' R U' R' U' R' U' R U2 R' U R2 U R2 U R2 U2 R' U' R' U'  (24f) 
R2 U2 R' U2 R2 U' R2 U R2 U R' U' R' U R2 U' R2 U R U2 R' U' R' U'  (24f) 
R2 U2 R' U' R' U' R' U' R' U2 R U2 R U2 R U' R2 U R U2 R' U' R' U'  (24f) 
R2 U' R2 U' R' U' R U2 R2 U R' U R U2 R U' R2 U R U2 R' U' R' U'  (24f) 
R U2 R2 U2 R U' R' U R' U' R U R2 U R' U2 R' U' R' U R' U' R' U'  (24f) 
R' U R U2 R' U R2 U R U' R U2 R2 U R' U' R' U2 R' U R' U' R' U'  (24f) 
R2 U2 R' U' R2 U R' U R' U R U' R2 U' R U R' U2 R' U R' U' R' U'  (24f) 
R' U R U2 R' U R2 U R2 U R2 U' R' U' R' U' R' U' R2 U R' U' R' U'  (24f) 
R2 U' R2 U' R U R' U2 R' U R U' R U' R U2 R' U' R2 U R' U' R' U'  (24f) 
R' U' R U R U2 R U' R U' R' U R' U R U2 R' U' R2 U R' U' R' U'  (24f) 
R' U2 R U2 R U2 R U' R2 U R' U' R' U' R' U R' U' R2 U R' U' R' U'  (24f) 
R U2 R2 U' R U' R2 U2 R2 U R' U R U' R U' R2 U' R2 U R' U' R' U'  (24f) 
R' U R U2 R' U2 R U' R' U' R U2 R U2 R' U2 R2 U' R2 U R' U' R' U'  (24f) 
R2 U2 R' U R2 U R U R2 U R' U2 R U' R' U R2 U' R2 U R' U' R' U'  (24f) 
R2 U2 R U2 R U' R' U R U2 R U R U2 R U R2 U' R2 U R' U' R' U'  (24f) 
R2 U2 R' U2 R U' R' U R2 U' R U2 R U R U2 R U' R2 U R' U' R' U'  (24f) 
R U2 R' U' R U' R2 U2 R2 U R' U R2 U' R U' R2 U R2 U R' U' R' U'  (24f) 
R2 U R2 U R U R2 U R U2 R' U2 R U' R' U R2 U R2 U R' U' R' U'  (24f) 
R2 U2 R' U2 R U R2 U R U R2 U R U' R' U R2 U R2 U R' U' R' U'  (24f) 
R2 U2 R U2 R U' R' U R2 U' R2 U R U2 R U R U2 R U R' U' R' U'  (24f) 
R U' R U' R' U' R' U2 R2 U2 R U2 R U' R2 U R2 U' R' U' R2 U' R' U'  (24f) 
R U R U R U' R' U R' U' R U2 R U' R U R2 U' R' U' R2 U' R' U'  (24f) 
R' U R' U' R' U2 R' U2 R' U R2 U' R2 U R' U' R2 U2 R' U' R2 U' R' U'  (24f) 
R U2 R2 U' R' U' R2 U R2 U R' U R U2 R' U R U2 R' U' R2 U' R' U'  (24f) 
R2 U2 R' U' R2 U2 R U R2 U R U2 R2 U R2 U' R' U R' U' R2 U' R' U'  (24f) 
R' U2 R U2 R' U2 R U' R' U' R2 U R' U R U' R' U R' U' R2 U' R' U'  (24f) 
R U R U' R2 U R U' R U2 R U' R' U R' U' R U R' U' R2 U' R' U'  (24f) 
R2 U' R U' R2 U R' U2 R' U R2 U R' U2 R' U' R' U' R2 U' R2 U' R' U'  (24f) 
R2 U R' U R2 U R' U' R' U R2 U' R2 U' R U' R' U2 R2 U' R2 U' R' U'  (24f) 
R' U2 R2 U' R' U R' U2 R2 U' R U2 R' U R' U R' U R2 U' R2 U' R' U'  (24f) 
R' U R2 U R U2 R2 U R U2 R' U2 R' U R2 U2 R U R2 U' R2 U' R' U'  (24f) 
R' U R U2 R' U R2 U R2 U R' U2 R' U' R' U R2 U2 R U' R2 U' R' U'  (24f) 
R' U R2 U2 R U' R2 U' R' U R U2 R U2 R' U' R U2 R U' R2 U' R' U'  (24f) 
R' U R2 U2 R U' R2 U R U2 R' U2 R' U' R U R U2 R U' R2 U' R' U'  (24f) 
R2 U' R U' R U' R U R' U2 R' U2 R' U' R' U R U' R' U2 R2 U' R' U'  (24f) 
